time,ego_speed,acceleration_cmd,mode,distance_error,distance,ttc
6.1,18.600000000000023,3.0,cruise,,,
6.2,18.900000000000023,3.0,cruise,,,
6.3,19.200000000000024,3.0,cruise,,,
6.4,19.500000000000025,3.0,cruise,,,
6.5,19.800000000000026,3.0,cruise,,,
6.6,20.100000000000026,3.0,cruise,,,
6.7,20.400000000000027,3.0,cruise,,,
6.8,20.700000000000028,3.0,cruise,,,
6.9,21.00000000000003,3.0,cruise,,,
7.0,21.30000000000003,3.0,cruise,,,
7.1,21.60000000000003,3.0,cruise,,,
7.2,21.90000000000003,3.0,cruise,,,
7.3,22.20000000000003,3.0,cruise,,,
7.4,22.500000000000032,3.0,cruise,,,
7.5,22.800000000000033,3.0,cruise,,,
7.6,23.100000000000033,3.0,cruise,,,
7.7,23.400000000000034,3.0,cruise,,,
7.8,23.700000000000035,3.0,cruise,,,
7.9,24.000000000000036,3.0,cruise,,,
8.0,24.300000000000036,3.0,cruise,,,
8.1,24.600000000000037,3.0,cruise,,,
8.2,24.900000000000038,3.0,cruise,,,
8.3,25.20000000000004,3.0,cruise,,,
8.4,25.50000000000004,3.0,cruise,,,
8.5,25.80000000000004,3.0,cruise,,,
8.6,26.10000000000004,3.0,cruise,,,
8.7,26.40000000000004,3.0,cruise,,,
8.8,26.700000000000042,3.0,cruise,,,
8.9,27.000000000000043,3.0,cruise,,,
9.0,27.300000000000043,3.0,cruise,,,
9.1,27.600000000000044,3.0,cruise,,,
9.2,27.900000000000045,3.0,cruise,,,
9.3,28.200000000000045,3.0,cruise,,,
9.4,28.500000000000046,3.0,cruise,,,
9.5,28.800000000000047,3.0,cruise,,,
9.6,29.100000000000048,3.0,cruise,,,
9.7,29.40000000000005,3.0,cruise,,,
9.8,29.70000000000005,3.0,cruise,,,
9.9,30.00000000000005,3.0,cruise,,,
10.0,30.00000000000005,0.0,cruise,,,
10.1,30.00000000000005,0.0,cruise,,,
10.2,30.00000000000005,0.0,cruise,,,
10.3,30.00000000000005,0.0,cruise,,,
10.4,30.00000000000005,0.0,cruise,,,
10.5,30.00000000000005,0.0,cruise,,,
10.6,30.00000000000005,0.0,cruise,,,
10.7,30.00000000000005,0.0,cruise,,,
10.8,30.00000000000005,0.0,cruise,,,
10.9,30.00000000000005,0.0,cruise,,,
11.0,30.00000000000005,0.0,cruise,,,
11.1,30.00000000000005,0.0,cruise,,,
11.2,30.00000000000005,0.0,cruise,,,
11.3,30.00000000000005,0.0,cruise,,,
11.4,30.00000000000005,0.0,cruise,,,
11.5,30.00000000000005,0.0,cruise,,,
11.6,30.00000000000005,0.0,cruise,,,
11.7,30.00000000000005,0.0,cruise,,,
11.8,30.00000000000005,0.0,cruise,,,
11.9,30.00000000000005,0.0,cruise,,,
12.0,30.00000000000005,0.0,cruise,,,
12.1,30.00000000000005,0.0,cruise,,,
12.2,30.00000000000005,0.0,cruise,,,
12.3,30.00000000000005,0.0,cruise,,,
12.4,30.00000000000005,0.0,cruise,,,
12.5,30.00000000000005,0.0,cruise,,,
12.6,30.00000000000005,0.0,cruise,,,
12.7,30.00000000000005,0.0,cruise,,,
12.8,30.00000000000005,0.0,cruise,,,
12.9,30.00000000000005,0.0,cruise,,,
13.0,30.00000000000005,0.0,cruise,,,
13.1,30.00000000000005,0.0,cruise,,,
13.2,30.00000000000005,0.0,cruise,,,
13.3,30.00000000000005,0.0,cruise,,,
13.4,30.00000000000005,0.0,cruise,,,
13.5,30.00000000000005,0.0,cruise,,,
13.6,30.00000000000005,0.0,cruise,,,
13.7,30.00000000000005,0.0,cruise,,,
13.8,30.00000000000005,0.0,cruise,,,
13.9,30.00000000000005,0.0,cruise,,,
14.0,30.00000000000005,0.0,cruise,,,
14.1,30.00000000000005,0.0,cruise,,,
14.2,30.00000000000005,0.0,cruise,,,
14.3,30.00000000000005,0.0,cruise,,,
14.4,30.00000000000005,0.0,cruise,,,
14.5,30.00000000000005,0.0,cruise,,,
14.6,30.00000000000005,0.0,cruise,,,
14.7,30.00000000000005,0.0,cruise,,,
14.8,30.00000000000005,0.0,cruise,,,
14.9,30.00000000000005,0.0,cruise,,,
15.0,30.00000000000005,0.0,cruise,,,
15.1,30.00000000000005,0.0,cruise,,,
15.2,30.00000000000005,0.0,cruise,,,
15.3,30.00000000000005,0.0,cruise,,,
15.4,30.00000000000005,0.0,cruise,,,
15.5,30.00000000000005,0.0,cruise,,,
15.6,30.00000000000005,0.0,cruise,,,
15.7,30.00000000000005,0.0,cruise,,,
15.8,30.00000000000005,0.0,cruise,,,
15.9,30.00000000000005,0.0,cruise,,,
16.0,30.00000000000005,0.0,cruise,,,
16.1,30.00000000000005,0.0,cruise,,,
16.2,30.00000000000005,0.0,cruise,,,
16.3,30.00000000000005,0.0,cruise,,,
16.4,30.00000000000005,0.0,cruise,,,
16.5,30.00000000000005,0.0,cruise,,,
16.6,30.00000000000005,0.0,cruise,,,
16.7,30.00000000000005,0.0,cruise,,,
16.8,30.00000000000005,0.0,cruise,,,
16.9,30.00000000000005,0.0,cruise,,,
17.0,30.00000000000005,0.0,cruise,,,
17.1,30.00000000000005,0.0,cruise,,,
17.2,30.00000000000005,0.0,cruise,,,
17.3,30.00000000000005,0.0,cruise,,,
17.4,30.00000000000005,0.0,cruise,,,
17.5,30.00000000000005,0.0,cruise,,,
17.6,30.00000000000005,0.0,cruise,,,
17.7,30.00000000000005,0.0,cruise,,,
17.8,30.00000000000005,0.0,cruise,,,
17.9,30.00000000000005,0.0,cruise,,,
18.0,30.00000000000005,0.0,cruise,,,
18.1,30.00000000000005,0.0,cruise,,,
18.2,30.00000000000005,0.0,cruise,,,
18.3,30.00000000000005,0.0,cruise,,,
18.4,30.00000000000005,0.0,cruise,,,
18.5,30.00000000000005,0.0,cruise,,,
18.6,30.00000000000005,0.0,cruise,,,
18.7,30.00000000000005,0.0,cruise,,,
18.8,30.00000000000005,0.0,cruise,,,
18.9,30.00000000000005,0.0,cruise,,,
19.0,30.00000000000005,0.0,cruise,,,
19.1,30.00000000000005,0.0,cruise,,,
19.2,30.00000000000005,0.0,cruise,,,
19.3,30.00000000000005,0.0,cruise,,,
19.4,30.00000000000005,0.0,cruise,,,
19.5,30.00000000000005,0.0,cruise,,,
19.6,30.00000000000005,0.0,cruise,,,
19.7,30.00000000000005,0.0,cruise,,,
19.8,30.00000000000005,0.0,cruise,,,
19.9,30.00000000000005,0.0,cruise,,,
20.0,30.00000000000005,0.0,cruise,,,
20.1,30.00000000000005,0.0,cruise,,,
20.2,30.00000000000005,0.0,cruise,,,
20.3,30.00000000000005,0.0,cruise,,,
20.4,30.00000000000005,0.0,cruise,,,
20.5,30.00000000000005,0.0,cruise,,,
20.6,30.00000000000005,0.0,cruise,,,
20.7,30.00000000000005,0.0,cruise,,,
20.8,30.00000000000005,0.0,cruise,,,
20.9,30.00000000000005,0.0,cruise,,,
21.0,30.00000000000005,0.0,cruise,,,
21.1,30.00000000000005,0.0,cruise,,,
21.2,30.00000000000005,0.0,cruise,,,
21.3,30.00000000000005,0.0,cruise,,,
21.4,30.00000000000005,0.0,cruise,,,
21.5,30.00000000000005,0.0,cruise,,,
21.6,30.00000000000005,0.0,cruise,,,
21.7,30.00000000000005,0.0,cruise,,,
21.8,30.00000000000005,0.0,cruise,,,
21.9,30.00000000000005,0.0,cruise,,,
22.0,30.00000000000005,0.0,cruise,,,
22.1,30.00000000000005,0.0,cruise,,,
22.2,30.00000000000005,0.0,cruise,,,
22.3,30.00000000000005,0.0,cruise,,,
22.4,30.00000000000005,0.0,cruise,,,
22.5,30.00000000000005,0.0,cruise,,,
22.6,30.00000000000005,0.0,cruise,,,
22.7,30.00000000000005,0.0,cruise,,,
22.8,30.00000000000005,0.0,cruise,,,
22.9,30.00000000000005,0.0,cruise,,,
23.0,30.00000000000005,0.0,cruise,,,
23.1,30.00000000000005,0.0,cruise,,,
23.2,30.00000000000005,0.0,cruise,,,
23.3,30.00000000000005,0.0,cruise,,,
23.4,30.00000000000005,0.0,cruise,,,
23.5,30.00000000000005,0.0,cruise,,,
23.6,30.00000000000005,0.0,cruise,,,
23.7,30.00000000000005,0.0,cruise,,,
23.8,30.00000000000005,0.0,cruise,,,
23.9,30.00000000000005,0.0,cruise,,,
24.0,30.00000000000005,0.0,cruise,,,
24.1,30.00000000000005,0.0,cruise,,,
24.2,30.00000000000005,0.0,cruise,,,
24.3,30.00000000000005,0.0,cruise,,,
24.4,30.00000000000005,0.0,cruise,,,
24.5,30.00000000000005,0.0,cruise,,,
24.6,30.00000000000005,0.0,cruise,,,
24.7,30.00000000000005,0.0,cruise,,,
24.8,30.00000000000005,0.0,cruise,,,
24.9,30.00000000000005,0.0,cruise,,,
25.0,30.00000000000005,0.0,cruise,,,
25.1,30.00000000000005,0.0,cruise,,,
25.2,30.00000000000005,0.0,cruise,,,
25.3,30.00000000000005,0.0,cruise,,,
25.4,30.00000000000005,0.0,cruise,,,
25.5,30.00000000000005,0.0,cruise,,,
25.6,30.00000000000005,0.0,cruise,,,
25.7,30.00000000000005,0.0,cruise,,,
25.8,30.00000000000005,0.0,cruise,,,
25.9,30.00000000000005,0.0,cruise,,,
26.0,30.00000000000005,0.0,cruise,,,
26.1,30.00000000000005,0.0,cruise,,,
26.2,30.00000000000005,0.0,cruise,,,
26.3,30.00000000000005,0.0,cruise,,,
26.4,30.00000000000005,0.0,cruise,,,
26.5,30.00000000000005,0.0,cruise,,,
26.6,30.00000000000005,0.0,cruise,,,
26.7,30.00000000000005,0.0,cruise,,,
26.8,30.00000000000005,0.0,cruise,,,
26.9,30.00000000000005,0.0,cruise,,,
27.0,30.00000000000005,0.0,cruise,,,
27.1,30.00000000000005,0.0,cruise,,,
27.2,30.00000000000005,0.0,cruise,,,
27.3,30.00000000000005,0.0,cruise,,,
27.4,30.00000000000005,0.0,cruise,,,
27.5,30.00000000000005,0.0,cruise,,,
27.6,30.00000000000005,0.0,cruise,,,
27.7,30.00000000000005,0.0,cruise,,,
27.8,30.00000000000005,0.0,cruise,,,
27.9,30.00000000000005,0.0,cruise,,,
28.0,30.00000000000005,0.0,cruise,,,
28.1,30.00000000000005,0.0,cruise,,,
28.2,30.00000000000005,0.0,cruise,,,
28.3,30.00000000000005,0.0,cruise,,,
28.4,30.00000000000005,0.0,cruise,,,
28.5,30.00000000000005,0.0,cruise,,,
28.6,30.00000000000005,0.0,cruise,,,
28.7,30.00000000000005,0.0,cruise,,,
28.8,30.00000000000005,0.0,cruise,,,
28.9,30.00000000000005,0.0,cruise,,,
29.0,30.00000000000005,0.0,cruise,,,
29.1,30.00000000000005,0.0,cruise,,,
29.2,30.00000000000005,0.0,cruise,,,
29.3,30.00000000000005,0.0,cruise,,,
29.4,30.00000000000005,0.0,cruise,,,
29.5,30.00000000000005,0.0,cruise,,,
29.6,30.00000000000005,0.0,cruise,,,
29.7,30.00000000000005,0.0,cruise,,,
29.8,30.00000000000005,0.0,cruise,,,
29.9,30.00000000000005,0.0,cruise,,,
30.0,29.20000000000005,-8.0,follow,-2.9000000000000696,52.1,11.25269978401716
30.1,29.167855000000035,-0.32145000000013235,follow,-2.1300000000000807,51.669999999999995,12.0162790697673
30.2,28.766817088000032,-4.010379120000026,follow,-2.4495680000000633,51.30221449999999,13.948949727490476
30.3,28.600811103602826,-1.6600598439720478,follow,-2.1106928408000556,51.03953279119999,19.4301815015448
30.4,28.27557262780269,-3.252384758001359,follow,-2.2397649745645367,50.661451680839704,13.399625184279424
30.5,28.045675784732804,-2.2989684306988365,follow,-2.0974645236445966,50.315894418059436,14.560797829346752
30.6,27.83665665430592,-2.090191304268851,follow,-1.9391868375130485,50.129326839586156,26.86925951968954
30.7,27.614279705016706,-2.22376949289214,follow,-1.8513238073033094,49.903661174155566,22.11398046704824
30.8,27.378420297575268,-2.358594074414387,follow,-1.8141863538711576,49.6072332036539,16.73500416296724
30.9,27.194851569385428,-1.8356872818983896,follow,-1.6572392724665264,49.41039117389637,25.101545251672572
31.0,26.97050869261393,-2.243428767714975,follow,-1.636371337120309,49.15590601695783,19.315824391608338
31.1,26.781482220677987,-1.8902647193594126,follow,-1.5319078912244564,48.923855147696436,21.083245800120785
31.2,26.610828364416374,-1.7065385626161085,follow,-1.4085164053883403,48.76370692562864,30.4491091415205
31.3,26.3807692728571,-2.3005909155927293,follow,-1.456618457437557,48.459624089187,15.936323357233567
31.4,26.19583780501386,-1.8493146784324188,follow,-1.3786067473843602,48.192547161901295,18.044444217506857
31.5,26.034250271096138,-1.6158753391771978,follow,-1.2627933261208781,48.03096338139991,29.725114261073927
31.6,25.862560590202968,-1.7168968089317018,follow,-1.1998370523539137,47.85153835429029,26.66937780372018
31.7,25.75249414346883,-1.1006644673413906,follow,-1.0045585900344562,47.78928229526999,76.76245982690548
31.8,25.591547202954246,-1.6094694051458376,follow,-0.9827083342801401,47.64603288092311,33.26089191928334
31.9,25.454717111747772,-1.368300912064734,follow,-0.9064426438036861,47.48087816062768,28.749331581740524
32.0,25.40735714833778,-0.4735996340999189,follow,-0.6366692181687554,47.545406449452905,
32.1,25.28371788647359,-1.2363926186419238,follow,-0.6233649878875411,47.48767073461913,82.25007843297112
32.2,25.223472022441975,-0.602458640316136,follow,-0.46127788373861023,47.46429894597177,203.08372483650524
32.3,25.09747871212813,-1.2599331031384486,follow,-0.5002562899353933,47.33495174372757,36.59526524150314
32.4,25.040697581968143,-0.5678113015998529,follow,-0.362014195677439,47.28420387251476,93.17475342803405
32.5,24.97945726870095,-0.612403132671925,follow,-0.27291225863427115,47.28813411431794,
32.6,24.894413070120294,-0.8504419858065887,follow,-0.2649975156035822,47.20418838744784,56.231794216870284
32.7,24.87661863600407,-0.17794434116221836,follow,-0.09887252474462827,47.24274708043581,
32.8,24.806321951305453,-0.7029668469861687,follow,-0.10484273717070636,47.2100852168354,144.54192141151134
32.9,24.78099467488208,-0.25327276423372536,follow,-0.0020299052533232498,47.20745302170486,1793.4632761032303
33.0,24.73109724899801,-0.49897425884069524,follow,0.012861541893528283,47.18435355421665,204.2659796304989
33.1,24.778222079752663,0.47124830754650554,follow,0.2535979558198278,47.350243829316845,
33.2,24.73263814835695,-0.45583931395710214,follow,0.2040885017125902,47.37142162134158,
33.3,24.709004428617675,-0.23633719739278047,follow,0.22020058397045972,47.319157806505885,90.53904303630728
33.4,24.734208267715914,0.2520383909823995,follow,0.3467507207176084,47.41025736364412,
33.5,24.678457186116997,-0.5575108159891642,follow,0.24352413529865657,47.34483653687253,72.36967013909951
33.6,24.7095850172928,0.311278311758013,follow,0.3753050390853332,47.39299081826083,
33.7,24.632341455151433,-0.7724356214136585,follow,0.2106547905923506,47.27503231653155,40.07768123829678
33.8,24.626992999573094,-0.053484555783374854,follow,0.26328598828925465,47.211798171016405,74.6618741921801
33.9,24.63167641977552,0.04683420202424454,follow,0.3236093716994546,47.2640988710591,
34.0,24.654494485495913,0.2281806572039305,follow,0.4084165994182669,47.35593122908155,
34.1,24.65809884318442,0.036043576885057216,follow,0.42174005228808653,47.403481780531955,
34.2,24.666677553701632,0.0857871051721133,follow,0.4415236314368869,47.428671896213515,
34.3,24.668914627308325,0.02237073606694634,follow,0.4389878102909037,47.43900414084335,
34.4,24.638325287645372,-0.3058933966295174,follow,0.3577407371500314,47.36111267811252,60.80398418216525
34.5,24.644470380158058,0.0614509251268483,follow,0.38579221787992424,47.34328014934798,265.48831505881367
34.6,24.639126555513784,-0.05343824644272893,follow,0.37712754109508495,47.343833111332174,
34.7,24.688835774033045,0.4970921851926032,follow,0.5002306225101236,47.4589204557808,
34.8,24.69501033277726,0.06174558744215297,follow,0.4827832173279205,47.51603687837749,
34.9,24.660456737609536,-0.34553595167724543,follow,0.3720203459338691,47.41453584509976,46.71335287332943
35.0,24.70596429343348,0.4550755582394598,follow,0.48180506492450803,47.47249017133881,
35.1,24.690657094019713,-0.15307199413770145,follow,0.41394730184524064,47.47289374199546,
35.2,24.697548424798917,0.0689133077920348,follow,0.4168423915639252,47.452828032593494,236.4871686416993
35.3,24.731976782259434,0.3442835746051796,follow,0.4827505529152276,47.5290731901136,
35.4,24.769342166767284,0.3736538450785178,follow,0.5349103384985057,47.632875511887654,
35.5,24.807464944423568,0.38122777656285206,follow,0.5719280450599982,47.72594129521092,
35.6,24.792798028598355,-0.14666915825212534,follow,0.4709973841332129,47.68219480076856,108.99660740496083
35.7,24.817429027752446,0.24630999154091043,follow,0.490717955011192,47.679914997908725,2091.4051753294107
35.8,24.83953984984072,0.22110822088271964,follow,0.4970285535048049,47.72317209513348,
35.9,24.88405636327507,0.44516513434351473,follow,0.5529083353883308,47.81221811014941,
36.0,24.874205763316535,-0.09850599958536282,follow,0.4617279289092977,47.7878124738219,195.8064597560246
36.1,24.898031146095065,0.23825382778529314,follow,0.4750832525154465,47.78639189749025,3363.8735795257107
36.2,24.87281244560089,-0.25218700494174945,follow,0.36654206373814446,47.71358878288074,65.53784002072149
36.3,24.864076393640875,-0.08736051960013713,follow,0.3270888699193151,47.63630753832065,61.64019201487084
36.4,24.904630981991144,0.4055458835026951,follow,0.4147853084952473,47.71089989895656,
36.5,24.940870982355992,0.36240000364848896,follow,0.4654903277707305,47.822436800757444,
36.6,24.94006976029287,-0.008012220631219813,follow,0.41204322898785506,47.823349702521845,
36.7,24.99056586496116,0.5049610466828679,follow,0.4942380860532509,47.90434272649256,
36.8,24.996996856254267,0.06430991293109695,follow,0.44643734255470235,47.93228613999644,
36.9,24.99426631487459,-0.027305413796761713,follow,0.38909116998961935,47.88458645437102,100.38763531985572
37.0,25.02267182163476,0.284055067601701,follow,0.42076035057167616,47.91215982288356,
37.1,25.071765215815148,0.4909339418038741,follow,0.49088490826794384,48.02489264072008,
37.2,25.0652288677319,-0.0653634808324976,follow,0.4070682954158471,48.01471611913857,471.8185456055496
37.3,25.1152288677319,0.5,follow,0.527349930767528,48.125193232365376,
37.4,25.030769952763883,-0.8445891496801758,follow,0.2448270439943343,47.917670345592185,23.090306370864663
37.5,25.080769952763884,0.5,follow,0.430438421169967,47.976593350315795,
37.6,25.072566130843416,-0.08203821920468202,follow,0.3543614258935861,47.97551635503941,4454.570730887743
37.7,25.080572153638865,0.0800602279545023,follow,0.33741054568994144,47.94625974195507,163.88178496169292
37.8,25.088662132125645,0.08089978486779364,follow,0.3243442961328853,47.94520252659118,4535.045948475121
37.9,25.02950300415638,-0.5915912796926673,follow,0.15434311519015154,47.78733631337862,30.270781404652897
38.0,25.050991552176093,0.21488548019715392,follow,0.22413150672841198,47.76838601296298,252.07191952241737
38.1,25.04752485158474,-0.03466700591354965,follow,0.2137995294812356,47.79028685774537,
38.2,25.094453592416343,0.4692874083160525,follow,0.32524709520978945,47.8965343725869,
38.3,25.058345518861067,-0.3610807355527581,follow,0.20640862472075128,47.848089013345266,98.76712602065749
38.4,25.05285716527491,-0.0548835358615386,follow,0.1937361831675588,47.781254461459156,71.49184533006762
38.5,25.036686230467975,-0.16170934806936713,follow,0.158682997019298,47.73796874493166,110.28573066270708
38.6,25.069030524918507,0.3234429445053132,follow,0.24827077618290616,47.80330012188487,
38.7,25.062049074992565,-0.06981449925942415,follow,0.2178512820152534,47.821397069393015,
38.8,25.04945890344468,-0.12590171547885687,follow,0.18211854940490468,47.775192161893756,103.39852355004209
38.9,25.069754172684963,0.2029526924028259,follow,0.23405791638226248,47.80824627154929,
39.0,25.061997396350776,-0.0775677633418812,follow,0.20363959525334963,47.80827085428079,
39.1,25.096732107329245,0.3473471097846898,follow,0.28207502011954944,47.87507111464571,
39.2,25.05998152403797,-0.3675058329127656,follow,0.1672997429189209,47.81239790391279,76.28841309512663
39.3,25.068084308568967,0.08102784530998774,follow,0.19142746545203693,47.78139975150899,154.14273447360796
39.4,25.049019678412304,-0.19064630156661438,follow,0.14346485779864793,47.745591320652096,133.33617301316755
39.5,25.00818146080983,-0.40838217602473864,follow,0.05715983519241519,47.63068935281087,41.45332777818576
39.6,25.02806860424804,0.19887143438212282,follow,0.1395990155151381,47.651871206729886,
39.7,25.018106654004846,-0.09961950243194889,follow,0.12696143993301945,47.669064346305085,
39.8,25.017661666171144,-0.004449878337037555,follow,0.1400936998973279,47.6672536809046,2632.5821252312267
39.9,25.00543704522674,-0.12224620944406636,follow,0.12099501503076482,47.647487514287484,241.05578202013342
40.0,24.961944367400644,-0.4349267782609532,follow,0.032788241924706085,47.54094380976481,44.621072660043986
40.1,24.960577194338864,-0.013671730617800318,follow,0.06983282192378226,47.51274937302475,168.51817190413632
40.2,24.939768462937174,-0.20808731401690797,follow,0.04982586208256379,47.49069165359086,215.30191185872314
40.3,24.91544163799689,-0.2432682494028587,follow,0.02706211289137883,47.43671480729714,87.88345015410505
40.4,24.911871301010223,-0.035703369866643075,follow,0.060008186502123806,47.433170643497455,1338.3458926943572
40.5,24.917124124442324,0.05252823432102599,follow,0.10417656188109703,47.47198351339643,
40.6,24.968886320643367,0.517621962010425,follow,0.2455849142887132,47.6212711009522,
40.7,24.95265868153033,-0.16227639113036885,follow,0.18405298792281144,47.637382468887864,
40.8,24.97543056121166,0.2277187968133029,follow,0.23212857843932966,47.66111660073483,
40.9,24.9682370375221,-0.0719352368955842,follow,0.19442770279616894,47.65757354461366,1345.0979017778602
41.0,24.917836332300855,-0.5040070522124823,follow,0.06439428457829877,47.51674984086145,33.742011163454904
41.1,24.941028288441487,0.23191956140630726,follow,0.1462117091800792,47.52296620763136,
41.2,24.92982437813763,-0.1120391030385483,follow,0.12232094612498656,47.53386337878722,
41.3,25.013990252920603,0.8416587478297046,follow,0.33114437376700323,47.725880940973454,
41.4,24.976301252479484,-0.3768900044111996,follow,0.18949653630048857,47.71048191568139,309.8279339815133
41.5,25.015913120819658,0.3961186834017271,follow,0.2713999117142194,47.73585179043344,
41.6,25.00438123460266,-0.1153188621699768,follow,0.20739079712199526,47.73126047835148,1039.5995660115134
41.7,24.982377534981207,-0.22003699621453596,follow,0.13625050298722385,47.642822354891216,53.871362813681195
41.8,25.032823925340875,0.5044639035966676,follow,0.25701829892128814,47.7305846013931,
41.9,25.03775124561069,0.04927320269813068,follow,0.2340663208477025,47.78330220885901,
42.0,25.07007724554077,0.32325999930079485,follow,0.2819002158819117,47.838527084297944,
42.1,25.036422057929073,-0.336551876116969,follow,0.15840349143271482,47.76351935974387,63.67813401046274
42.2,25.086422057929074,0.5,follow,0.3102440670573472,47.86487715395096,
42.3,25.029454799186553,-0.5696725874252129,follow,0.12160186126443762,47.75123494815805,42.01892652028958
42.4,25.079454799186554,0.5,follow,0.24810726945956674,47.792289468239396,
42.5,25.129169653187986,0.49714854001432723,follow,0.3291617895409118,47.948343988320744,
42.6,25.08699417652505,-0.4217547666293867,follow,0.1676725432199646,47.861427023001944,55.06569039479618
42.7,25.09881262315284,0.11818446627788223,follow,0.1802363405618692,47.81072760534944,94.30232105040176
42.8,25.098445620142584,-0.0036700301025303084,follow,0.15962740830489963,47.80784634303416,1659.2674012857126
42.9,25.084566292686105,-0.13879327456480223,follow,0.11233335080602558,47.7600017810199,99.82326051346602
43.0,25.041360418053138,-0.43205874632968105,follow,0.008695712722136761,47.635545151751295,38.27481543706371
43.1,25.05693995103017,0.15579532977033655,follow,0.0743684828662694,47.63640910994598,
43.2,25.006959027027616,-0.4998092400255351,follow,-0.03469481170228761,47.550715114842966,55.48896986035002
43.3,25.036126165389476,0.29167138361859646,follow,0.07558067159877879,47.5860192121402,
43.4,24.983276888667962,-0.5284927672151509,follow,-0.0407826524829602,47.51340659560125,65.43409239373185
43.5,25.048288269542066,0.6501138087410425,follow,0.15616357373251333,47.63107890673446,
43.6,24.98644273179328,-0.6184553774878816,follow,-0.005182324532846394,47.56725007978025,74.52314627982575
43.7,25.002550470133883,0.16107738340604855,follow,0.06494170891100737,47.54460580660093,209.9630464183107
43.8,25.013138291122708,0.10587820988824974,follow,0.10152505438671255,47.60535075958754,
43.9,24.966877467259398,-0.4626082386331068,follow,-0.007670506208789618,47.51203693047527,50.91639404627898
44.0,24.991173826458017,0.24296359198620232,follow,0.08203298286023397,47.53234918374933,
44.1,25.01499983852169,0.23826012063670998,follow,0.14447106141650323,47.63123180110353,
44.2,24.953613394289658,-0.6138644423203113,follow,-0.01376794053117436,47.50873181725136,38.78264333045475
44.3,24.98634577352753,0.3273237923786934,follow,0.09695038638790976,47.527370477822394,
44.4,24.973897059141926,-0.12448714385603907,follow,0.06821724017834896,47.54773590046964,
44.5,25.004010053106924,0.3011299396499848,follow,0.14850060584256397,47.60934619455545,
44.6,24.951853324108594,-0.5215672899832915,follow,0.009930109584374236,47.51594518924476,50.873055414324554
44.7,24.934559613450116,-0.17293710658477796,follow,-0.006020129328987878,47.4217598568339,50.349410723496405
44.8,24.952172705128554,0.17613091678437753,follow,0.06546447531371768,47.46730389548889,
44.9,24.948591655392292,-0.035810497362633406,follow,0.0658275672832076,47.494086624976035,
45.0,24.957439899837073,0.08848244444780537,follow,0.09533997634837021,47.51822745943681,
